membership:participant_set_id	participant
CASE_8	SSC-SFARI__SSC07711
CASE_8	SSC-SFARI__SSC07714
CASE_8	SSC-SFARI__SSC07715
CASE_8	SSC-SFARI__SSC07726
CASE_8	SSC-SFARI__SSC07734
CASE_8	SSC-SFARI__SSC07737
CASE_8	SSC-SFARI__SSC07740
CASE_8	SSC-SFARI__SSC07741
CASE_8	SSC-SFARI__SSC07758
CASE_8	SSC-SFARI__SSC07759
CASE_8	SSC-SFARI__SSC07763
CASE_8	SSC-SFARI__SSC07764
CASE_8	SSC-SFARI__SSC07765
CASE_8	SSC-SFARI__SSC07767
CASE_8	SSC-SFARI__SSC07773
CASE_8	SSC-SFARI__SSC07774
CASE_8	SSC-SFARI__SSC07793
CASE_8	SSC-SFARI__SSC07810
CASE_8	SSC-SFARI__SSC07861
CASE_8	SSC-SFARI__SSC07880
CASE_8	SSC-SFARI__SSC07881
CASE_8	SSC-SFARI__SSC07884
CASE_8	SSC-SFARI__SSC07887
CASE_8	SSC-SFARI__SSC07888
CASE_8	SSC-SFARI__SSC07901
CASE_8	SSC-SFARI__SSC07928
CASE_8	SSC-SFARI__SSC07929
CASE_8	SSC-SFARI__SSC07934
CASE_8	SSC-SFARI__SSC07939
CASE_8	SSC-SFARI__SSC07945
CASE_8	SSC-SFARI__SSC07946
CASE_8	SSC-SFARI__SSC07953
CASE_8	SSC-SFARI__SSC07965
CASE_8	SSC-SFARI__SSC07966
CASE_8	SSC-SFARI__SSC07971
CASE_8	SSC-SFARI__SSC07979
CASE_8	SSC-SFARI__SSC07991
CASE_8	SSC-SFARI__SSC07996
CASE_8	SSC-SFARI__SSC08009
CASE_8	SSC-SFARI__SSC08010
CASE_8	SSC-SFARI__SSC08014
CASE_8	SSC-SFARI__SSC08020
CASE_8	SSC-SFARI__SSC08021
CASE_8	SSC-SFARI__SSC08029
CASE_8	SSC-SFARI__SSC08031
CASE_8	SSC-SFARI__SSC08033
CASE_8	SSC-SFARI__SSC08034
CASE_8	SSC-SFARI__SSC08037
CASE_8	SSC-SFARI__SSC08042
CASE_8	SSC-SFARI__SSC08044
CASE_8	SSC-SFARI__SSC08046
CASE_8	SSC-SFARI__SSC08051
CASE_8	SSC-SFARI__SSC08054
CASE_8	SSC-SFARI__SSC08056
CASE_8	SSC-SFARI__SSC08058
CASE_8	SSC-SFARI__SSC08063
CASE_8	SSC-SFARI__SSC08065
CASE_8	SSC-SFARI__SSC08066
CASE_8	SSC-SFARI__SSC08067
CASE_8	SSC-SFARI__SSC08071
CASE_8	SSC-SFARI__SSC08072
CASE_8	SSC-SFARI__SSC08074
CASE_8	SSC-SFARI__SSC08075
CASE_8	SSC-SFARI__SSC08076
CASE_8	SSC-SFARI__SSC08078
CASE_8	SSC-SFARI__SSC08080
CASE_8	SSC-SFARI__SSC08081
CASE_8	SSC-SFARI__SSC08084
CASE_8	SSC-SFARI__SSC08087
CASE_8	SSC-SFARI__SSC08092
CASE_8	SSC-SFARI__SSC08097
CASE_8	SSC-SFARI__SSC08098
CASE_8	SSC-SFARI__SSC08099
CASE_8	SSC-SFARI__SSC08146
CASE_8	SSC-SFARI__SSC08147
CASE_8	SSC-SFARI__SSC08154
CASE_8	SSC-SFARI__SSC08159
CASE_8	SSC-SFARI__SSC08172
CASE_8	SSC-SFARI__SSC08175
CASE_8	SSC-SFARI__SSC08181
CASE_8	SSC-SFARI__SSC08185
CASE_8	SSC-SFARI__SSC08191
CASE_8	SSC-SFARI__SSC08194
CASE_8	SSC-SFARI__SSC08198
CASE_8	SSC-SFARI__SSC08200
CASE_8	SSC-SFARI__SSC08201
CASE_8	SSC-SFARI__SSC08206
CASE_8	SSC-SFARI__SSC08212
CASE_8	SSC-SFARI__SSC08213
CASE_8	SSC-SFARI__SSC08216
CASE_8	SSC-SFARI__SSC08219
CASE_8	SSC-SFARI__SSC08222
CASE_8	SSC-SFARI__SSC08225
CASE_8	SSC-SFARI__SSC08235
CASE_8	SSC-SFARI__SSC08252
CASE_8	SSC-SFARI__SSC08263
CASE_8	SSC-SFARI__SSC08266
CASE_8	SSC-SFARI__SSC08269
CASE_8	SSC-SFARI__SSC08273
CASE_8	SSC-SFARI__SSC08274
CASE_8	SSC-SFARI__SSC08278
CASE_8	SSC-SFARI__SSC08287
CASE_8	SSC-SFARI__SSC08289
CASE_8	SSC-SFARI__SSC08294
CASE_8	SSC-SFARI__SSC08295
CASE_8	SSC-SFARI__SSC08298
CASE_8	SSC-SFARI__SSC08299
CASE_8	SSC-SFARI__SSC08300
CASE_8	SSC-SFARI__SSC08302
CASE_8	SSC-SFARI__SSC08351
CASE_8	SSC-SFARI__SSC08373
CASE_8	SSC-SFARI__SSC08387
CASE_8	SSC-SFARI__SSC08388
CASE_8	SSC-SFARI__SSC08396
CASE_8	SSC-SFARI__SSC08398
CASE_8	SSC-SFARI__SSC08405
CASE_8	SSC-SFARI__SSC08407
CASE_8	SSC-SFARI__SSC08408
CASE_8	SSC-SFARI__SSC08411
CASE_8	SSC-SFARI__SSC08414
CASE_8	SSC-SFARI__SSC08415
CASE_8	SSC-SFARI__SSC08421
CASE_8	SSC-SFARI__SSC08423
CASE_8	SSC-SFARI__SSC08428
CASE_8	SSC-SFARI__SSC08435
CASE_8	SSC-SFARI__SSC08436
CASE_8	SSC-SFARI__SSC08444
CASE_8	SSC-SFARI__SSC08459
CASE_8	SSC-SFARI__SSC08461
CASE_8	SSC-SFARI__SSC08462
CASE_8	SSC-SFARI__SSC08463
CASE_8	SSC-SFARI__SSC08468
CASE_8	SSC-SFARI__SSC08473
CASE_8	SSC-SFARI__SSC08478
CASE_8	SSC-SFARI__SSC08483
CASE_8	SSC-SFARI__SSC08484
CASE_8	SSC-SFARI__SSC08496
CASE_8	SSC-SFARI__SSC08513
CASE_8	SSC-SFARI__SSC08514
CASE_8	SSC-SFARI__SSC08518
CASE_8	SSC-SFARI__SSC08524
CASE_8	SSC-SFARI__SSC08531
CASE_8	SSC-SFARI__SSC08534
CASE_8	SSC-SFARI__SSC08538
CASE_8	SSC-SFARI__SSC08539
CASE_8	SSC-SFARI__SSC08540
CASE_8	SSC-SFARI__SSC08543
CASE_8	SSC-SFARI__SSC08545
CASE_8	SSC-SFARI__SSC08546
CASE_8	SSC-SFARI__SSC08551
CASE_8	SSC-SFARI__SSC08584
CASE_8	SSC-SFARI__SSC08587
CASE_8	SSC-SFARI__SSC08593
CASE_8	SSC-SFARI__SSC08598
CASE_8	SSC-SFARI__SSC08605
CASE_8	SSC-SFARI__SSC08607
CASE_8	SSC-SFARI__SSC08613
CASE_8	SSC-SFARI__SSC08618
CASE_8	SSC-SFARI__SSC08619
CASE_8	SSC-SFARI__SSC08620
CASE_8	SSC-SFARI__SSC08665
CASE_8	SSC-SFARI__SSC08674
CASE_8	SSC-SFARI__SSC08675
CASE_8	SSC-SFARI__SSC08678
CASE_8	SSC-SFARI__SSC08681
CASE_8	SSC-SFARI__SSC08686
CASE_8	SSC-SFARI__SSC08711
CASE_8	SSC-SFARI__SSC08732
CASE_8	SSC-SFARI__SSC08737
CASE_8	SSC-SFARI__SSC08738
CASE_8	SSC-SFARI__SSC08755
CASE_8	SSC-SFARI__SSC08756
CASE_8	SSC-SFARI__SSC08764
CASE_8	SSC-SFARI__SSC08765
CASE_8	SSC-SFARI__SSC08767
CASE_8	SSC-SFARI__SSC08771
CASE_8	SSC-SFARI__SSC08775
CASE_8	SSC-SFARI__SSC08776
CASE_8	SSC-SFARI__SSC08812
CASE_8	SSC-SFARI__SSC08816
CASE_8	SSC-SFARI__SSC08820
CASE_8	SSC-SFARI__SSC08821
CASE_8	SSC-SFARI__SSC08841
CASE_8	SSC-SFARI__SSC08845
CASE_8	SSC-SFARI__SSC08848
CASE_8	SSC-SFARI__SSC08849
CASE_8	SSC-SFARI__SSC08850
CASE_8	SSC-SFARI__SSC08853
CASE_8	SSC-SFARI__SSC08864
CASE_8	SSC-SFARI__SSC08865
CASE_8	SSC-SFARI__SSC08866
CASE_8	SSC-SFARI__SSC08867
CASE_8	SSC-SFARI__SSC08882
CASE_8	SSC-SFARI__SSC08886
CASE_8	SSC-SFARI__SSC08889
CASE_8	SSC-SFARI__SSC08893
CASE_8	SSC-SFARI__SSC08896
CASE_8	SSC-SFARI__SSC08907
CASE_8	SSC-SFARI__SSC08908
CASE_8	SSC-SFARI__SSC08919
CASE_8	SSC-SFARI__SSC08921
CASE_8	SSC-SFARI__SSC08927
CASE_8	SSC-SFARI__SSC08929
CASE_8	SSC-SFARI__SSC08933
CASE_8	SSC-SFARI__SSC08953
CASE_8	SSC-SFARI__SSC08960
CASE_8	SSC-SFARI__SSC08971
CASE_8	SSC-SFARI__SSC08972
CASE_8	SSC-SFARI__SSC08979
CASE_8	SSC-SFARI__SSC08994
CASE_8	SSC-SFARI__SSC08999
CASE_8	SSC-SFARI__SSC09007
CASE_8	SSC-SFARI__SSC09008
CASE_8	SSC-SFARI__SSC09044
CASE_8	SSC-SFARI__SSC09047
CASE_8	SSC-SFARI__SSC09051
CASE_8	SSC-SFARI__SSC09054
CASE_8	SSC-SFARI__SSC09058
CASE_8	SSC-SFARI__SSC09064
CASE_8	SSC-SFARI__SSC09079
CASE_8	SSC-SFARI__SSC09088
CASE_8	SSC-SFARI__SSC09089
CASE_8	SSC-SFARI__SSC09093
CASE_8	SSC-SFARI__SSC09100
CASE_8	SSC-SFARI__SSC09101
CASE_8	SSC-SFARI__SSC09153
CASE_8	SSC-SFARI__SSC09154
CASE_8	SSC-SFARI__SSC09155
CASE_8	SSC-SFARI__SSC09156
CASE_8	SSC-SFARI__SSC09157
CASE_8	SSC-SFARI__SSC09158
CASE_8	SSC-SFARI__SSC09159
CASE_8	SSC-SFARI__SSC09160
CASE_8	SSC-SFARI__SSC09163
CASE_8	SSC-SFARI__SSC09164
CASE_8	SSC-SFARI__SSC09166
CASE_8	SSC-SFARI__SSC09167
CASE_8	SSC-SFARI__SSC09170
CASE_8	SSC-SFARI__SSC09171
CASE_8	SSC-SFARI__SSC09195
CASE_8	SSC-SFARI__SSC09198
CASE_8	SSC-SFARI__SSC09204
CASE_8	SSC-SFARI__SSC09212
CASE_8	SSC-SFARI__SSC09218
CASE_8	SSC-SFARI__SSC09219
CASE_8	SSC-SFARI__SSC09233
CASE_8	SSC-SFARI__SSC09260
CASE_8	SSC-SFARI__SSC09266
CASE_8	SSC-SFARI__SSC09273
CASE_8	SSC-SFARI__SSC09282
CASE_8	SSC-SFARI__SSC09283
CASE_8	SSC-SFARI__SSC09298
CASE_8	SSC-SFARI__SSC09299
CASE_8	SSC-SFARI__SSC09324
CASE_8	SSC-SFARI__SSC09326
CASE_8	SSC-SFARI__SSC09327
CASE_8	SSC-SFARI__SSC09329
CASE_8	SSC-SFARI__SSC09330
CASE_8	SSC-SFARI__SSC09331
CASE_8	SSC-SFARI__SSC09340
CASE_8	SSC-SFARI__SSC09341
CASE_8	SSC-SFARI__SSC09343
CASE_8	SSC-SFARI__SSC09360
CASE_8	SSC-SFARI__SSC09367
CASE_8	SSC-SFARI__SSC09373
CASE_8	SSC-SFARI__SSC09374
CASE_8	SSC-SFARI__SSC09384
CASE_8	SSC-SFARI__SSC09386
CASE_8	SSC-SFARI__SSC09402
CASE_8	SSC-SFARI__SSC09405
CASE_8	SSC-SFARI__SSC09408
CASE_8	SSC-SFARI__SSC09409
CASE_8	SSC-SFARI__SSC09412
CASE_8	SSC-SFARI__SSC09416
CASE_8	SSC-SFARI__SSC09417
CASE_8	SSC-SFARI__SSC09424
CASE_8	SSC-SFARI__SSC09425
CASE_8	SSC-SFARI__SSC09433
CASE_8	SSC-SFARI__SSC09441
CASE_8	SSC-SFARI__SSC09442
CASE_8	SSC-SFARI__SSC09449
CASE_8	SSC-SFARI__SSC09453
CASE_8	SSC-SFARI__SSC09455
CASE_8	SSC-SFARI__SSC09463
CASE_8	SSC-SFARI__SSC09464
CASE_8	SSC-SFARI__SSC09498
CASE_8	SSC-SFARI__SSC09499
CASE_8	SSC-SFARI__SSC09501
CASE_8	SSC-SFARI__SSC09504
CASE_8	SSC-SFARI__SSC09505
CASE_8	SSC-SFARI__SSC09506
CASE_8	SSC-SFARI__SSC09509
CASE_8	SSC-SFARI__SSC09510
CASE_8	SSC-SFARI__SSC09511
CASE_8	SSC-SFARI__SSC09513
CASE_8	SSC-SFARI__SSC09520
CASE_8	SSC-SFARI__SSC09521
CASE_8	SSC-SFARI__SSC09527
CASE_8	SSC-SFARI__SSC09528
CASE_8	SSC-SFARI__SSC09546
CASE_8	SSC-SFARI__SSC09547
CASE_8	SSC-SFARI__SSC09548
CASE_8	SSC-SFARI__SSC09549
CASE_8	SSC-SFARI__SSC09552
CASE_8	SSC-SFARI__SSC09583
CASE_8	SSC-SFARI__SSC09592
CASE_8	SSC-SFARI__SSC09597
CASE_8	SSC-SFARI__SSC09598
CASE_8	SSC-SFARI__SSC09600
CASE_8	SSC-SFARI__SSC09601
CASE_8	SSC-SFARI__SSC09610
CASE_8	SSC-SFARI__SSC09612
CASE_8	SSC-SFARI__SSC09615
CASE_8	SSC-SFARI__SSC09616
CASE_8	SSC-SFARI__SSC09618
CASE_8	SSC-SFARI__SSC09620
CASE_8	SSC-SFARI__SSC09632
CASE_8	SSC-SFARI__SSC09633
CASE_8	SSC-SFARI__SSC09634
CASE_8	SSC-SFARI__SSC09640
CASE_8	SSC-SFARI__SSC09641
CASE_8	SSC-SFARI__SSC09642
CASE_8	SSC-SFARI__SSC09644
CASE_8	SSC-SFARI__SSC09645
CASE_8	SSC-SFARI__SSC09674
CASE_8	SSC-SFARI__SSC09684
CASE_8	SSC-SFARI__SSC09685
CASE_8	SSC-SFARI__SSC09689
CASE_8	SSC-SFARI__SSC09693
CASE_8	SSC-SFARI__SSC09704
CASE_8	SSC-SFARI__SSC09706
CASE_8	SSC-SFARI__SSC09707
CASE_8	SSC-SFARI__SSC09708
CASE_8	SSC-SFARI__SSC09720
CASE_8	SSC-SFARI__SSC09721
CASE_8	SSC-SFARI__SSC09722
CASE_8	SSC-SFARI__SSC09723
CASE_8	SSC-SFARI__SSC09754
CASE_8	SSC-SFARI__SSC09759
CASE_8	SSC-SFARI__SSC09764
CASE_8	SSC-SFARI__SSC09817
CASE_8	SSC-SFARI__SSC09823
CASE_8	SSC-SFARI__SSC09827
CASE_8	SSC-SFARI__SSC09830
CASE_8	SSC-SFARI__SSC09832
CASE_8	SSC-SFARI__SSC09833
CASE_8	SSC-SFARI__SSC09845
CASE_8	SSC-SFARI__SSC09850
CASE_8	SSC-SFARI__SSC09851
CASE_8	SSC-SFARI__SSC09855
CASE_8	SSC-SFARI__SSC09857
CASE_8	SSC-SFARI__SSC09872
CASE_8	SSC-SFARI__SSC09875
CASE_8	SSC-SFARI__SSC09878
CASE_8	SSC-SFARI__SSC09879
CASE_8	SSC-SFARI__SSC09884
CASE_8	SSC-SFARI__SSC09885
CASE_8	SSC-SFARI__SSC09887
CASE_8	SSC-SFARI__SSC09904
CASE_8	SSC-SFARI__SSC09911
CASE_8	SSC-SFARI__SSC09922
CASE_8	SSC-SFARI__SSC09929
CASE_8	SSC-SFARI__SSC09930
CASE_8	SSC-SFARI__SSC09932
CASE_8	SSC-SFARI__SSC09940
CASE_8	SSC-SFARI__SSC09944
CASE_8	SSC-SFARI__SSC09949
CASE_8	SSC-SFARI__SSC09952
CASE_8	SSC-SFARI__SSC09953
CASE_8	SSC-SFARI__SSC09957
CASE_8	SSC-SFARI__SSC09962
CASE_8	SSC-SFARI__SSC09963
CASE_8	SSC-SFARI__SSC09981
CASE_8	SSC-SFARI__SSC09982
CASE_8	SSC-SFARI__SSC09989
CASE_8	SSC-SFARI__SSC09998
CASE_8	SSC-SFARI__SSC09999
CASE_8	SSC-SFARI__SSC10000
CASE_8	SSC-SFARI__SSC10001
CASE_8	SSC-SFARI__SSC10006
CASE_8	SSC-SFARI__SSC10007
CASE_8	SSC-SFARI__SSC10015
CASE_8	SSC-SFARI__SSC10027
CASE_8	SSC-SFARI__SSC10028
CASE_8	SSC-SFARI__SSC10036
CASE_8	SSC-SFARI__SSC10051
CASE_8	SSC-SFARI__SSC10056
CASE_8	SSC-SFARI__SSC10058
CASE_8	SSC-SFARI__SSC10064
CASE_8	SSC-SFARI__SSC10065
CASE_8	SSC-SFARI__SSC10068
CASE_8	SSC-SFARI__SSC10069
CASE_8	SSC-SFARI__SSC10085
CASE_8	SSC-SFARI__SSC10087
CASE_8	SSC-SFARI__SSC10089
CASE_8	SSC-SFARI__SSC10090
CASE_8	SSC-SFARI__SSC10092
CASE_8	SSC-SFARI__SSC10093
CASE_8	SSC-SFARI__SSC10098
CASE_8	SSC-SFARI__SSC10100
CASE_8	SSC-SFARI__SSC10102
CASE_8	SSC-SFARI__SSC10104
CASE_8	SSC-SFARI__SSC10105
CASE_8	SSC-SFARI__SSC10115
CASE_8	SSC-SFARI__SSC10147
CASE_8	SSC-SFARI__SSC10148
CASE_8	SSC-SFARI__SSC10159
CASE_8	SSC-SFARI__SSC10160
CASE_8	SSC-SFARI__SSC10162
CASE_8	SSC-SFARI__SSC10172
CASE_8	SSC-SFARI__SSC10174
CASE_8	SSC-SFARI__SSC10178
CASE_8	SSC-SFARI__SSC10197
CASE_8	SSC-SFARI__SSC10202
CASE_8	SSC-SFARI__SSC10205
CASE_8	SSC-SFARI__SSC10206
CASE_8	SSC-SFARI__SSC10235
CASE_8	SSC-SFARI__SSC10271
CASE_8	SSC-SFARI__SSC10275
CASE_8	SSC-SFARI__SSC10279
CASE_8	SSC-SFARI__SSC10280
CASE_8	SSC-SFARI__SSC10281
CASE_8	SSC-SFARI__SSC10290
CASE_8	SSC-SFARI__SSC10291
CASE_8	SSC-SFARI__SSC10300
CASE_8	SSC-SFARI__SSC10306
CASE_8	SSC-SFARI__SSC10320
CASE_8	SSC-SFARI__SSC10324
CASE_8	SSC-SFARI__SSC10329
CASE_8	SSC-SFARI__SSC10351
CASE_8	SSC-SFARI__SSC10352
CASE_8	SSC-SFARI__SSC10353
CASE_8	SSC-SFARI__SSC10382
CASE_8	SSC-SFARI__SSC10385
CASE_8	SSC-SFARI__SSC10386
CASE_8	SSC-SFARI__SSC10388
CASE_8	SSC-SFARI__SSC10393
CASE_8	SSC-SFARI__SSC10402
CASE_8	SSC-SFARI__SSC10405
CASE_8	SSC-SFARI__SSC10420
CASE_8	SSC-SFARI__SSC10486
CASE_8	SSC-SFARI__SSC10523
CASE_8	SSC-SFARI__SSC10525
CASE_8	SSC-SFARI__SSC10526
CASE_8	SSC-SFARI__SSC10550
CASE_8	SSC-SFARI__SSC10553
CASE_8	SSC-SFARI__SSC10558
CASE_8	SSC-SFARI__SSC10559
CASE_8	SSC-SFARI__SSC10585
CASE_8	SSC-SFARI__SSC10599
CASE_8	SSC-SFARI__SSC10611
CASE_8	SSC-SFARI__SSC10662
CASE_8	SSC-SFARI__SSC10668
CASE_8	SSC-SFARI__SSC10697
CASE_8	SSC-SFARI__SSC10700
CASE_8	SSC-SFARI__SSC10720
CASE_8	SSC-SFARI__SSC10756
CASE_8	SSC-SFARI__SSC10761
CASE_8	SSC-SFARI__SSC10764
CASE_8	SSC-SFARI__SSC10765
CASE_8	SSC-SFARI__SSC10774
CASE_8	SSC-SFARI__SSC10777
CASE_8	SSC-SFARI__SSC10782
CASE_8	SSC-SFARI__SSC10783
CASE_8	SSC-SFARI__SSC10784
CASE_8	SSC-SFARI__SSC10791
CASE_8	SSC-SFARI__SSC10793
CASE_8	SSC-SFARI__SSC10795
CASE_8	SSC-SFARI__SSC10797
CASE_8	SSC-SFARI__SSC10798
CASE_8	SSC-SFARI__SSC10799
CASE_8	SSC-SFARI__SSC10832
CASE_8	SSC-SFARI__SSC10853
CASE_8	SSC-SFARI__SSC10859
CASE_8	SSC-SFARI__SSC10867
CASE_8	SSC-SFARI__SSC10898
CASE_8	SSC-SFARI__SSC10926
CASE_8	SSC-SFARI__SSC10936
CASE_8	SSC-SFARI__SSC10962
CASE_8	SSC-SFARI__SSC10963
CASE_8	SSC-SFARI__SSC10985
CASE_8	SSC-SFARI__SSC10989
CASE_8	SSC-SFARI__SSC10990
CASE_8	SSC-SFARI__SSC10991
CASE_8	SSC-SFARI__SSC10995
CASE_8	SSC-SFARI__SSC11000
CASE_8	SSC-SFARI__SSC11002
CASE_8	SSC-SFARI__SSC11004
CASE_8	SSC-SFARI__SSC11006
CASE_8	SSC-SFARI__SSC11013
CASE_8	SSC-SFARI__SSC11020
CASE_8	SSC-SFARI__SSC11021
CASE_8	SSC-SFARI__SSC11051
CASE_8	SSC-SFARI__SSC11078
CASE_8	SSC-SFARI__SSC11083
CASE_8	SSC-SFARI__SSC11086
CASE_8	SSC-SFARI__SSC11090
CASE_8	SSC-SFARI__SSC11113
CASE_8	SSC-SFARI__SSC11122
CASE_8	SSC-SFARI__SSC11134
CASE_8	SSC-SFARI__SSC11194
CASE_8	SSC-SFARI__SSC11199
CASE_8	SSC-SFARI__SSC11203
CASE_8	SSC-SFARI__SSC11210
CASE_8	SSC-SFARI__SSC11218
CASE_8	SSC-SFARI__SSC11324
CASE_8	SSC-SFARI__SSC11364
CASE_8	SSC-SFARI__SSC11366
CASE_8	SSC-SFARI__SSC11367
CASE_8	SSC-SFARI__SSC11399
CASE_8	SSC-SFARI__SSC11413
CASE_8	SSC-SFARI__SSC11418
CASE_8	SSC-SFARI__SSC11511
CASE_8	SSC-SFARI__SSC11515
CASE_8	SSC-SFARI__SSC11521
CASE_8	SSC-SFARI__SSC11524
CASE_8	SSC-SFARI__SSC11530
CASE_8	SSC-SFARI__SSC11535
CASE_8	SSC-SFARI__SSC11536
CASE_8	SSC-SFARI__SSC11554
CASE_8	SSC-SFARI__SSC11562
CASE_8	SSC-SFARI__SSC11569
CASE_8	SSC-SFARI__SSC11571
CASE_8	SSC-SFARI__SSC11572
CASE_8	SSC-SFARI__SSC11576
CASE_8	SSC-SFARI__SSC11577
CASE_8	SSC-SFARI__SSC11581
CASE_8	SSC-SFARI__SSC11586
CASE_8	SSC-SFARI__SSC11588
CASE_8	SSC-SFARI__SSC11621
CASE_8	SSC-SFARI__SSC11659
CASE_8	SSC-SFARI__SSC11661
CASE_8	SSC-SFARI__SSC11675
CASE_8	SSC-SFARI__SSC11701
CASE_8	SSC-SFARI__SSC11716
CASE_8	SSC-SFARI__SSC11721
CASE_8	SSC-SFARI__SSC11722
CASE_8	SSC-SFARI__SSC11757
CASE_8	SSC-SFARI__SSC11765
CASE_8	SSC-SFARI__SSC11774
CASE_8	SSC-SFARI__SSC11775
CASE_8	SSC-SFARI__SSC11802
CASE_8	SSC-SFARI__SSC11822
CASE_8	SSC-SFARI__SSC11825
CASE_8	SSC-SFARI__SSC11832
CASE_8	SSC-SFARI__SSC11839
CASE_8	SSC-SFARI__SSC11840
CASE_8	SSC-SFARI__SSC11869
CASE_8	SSC-SFARI__SSC11883
CASE_8	SSC-SFARI__SSC11925
CASE_8	SSC-SFARI__SSC11927
CASE_8	SSC-SFARI__SSC11954
CASE_8	SSC-SFARI__SSC11955
CASE_8	SSC-SFARI__SSC11958
CASE_8	SSC-SFARI__SSC11959
CASE_8	SSC-SFARI__SSC11965
CASE_8	SSC-SFARI__SSC11968
CASE_8	SSC-SFARI__SSC11975
CASE_8	SSC-SFARI__SSC11987
CASE_8	SSC-SFARI__SSC11991
CASE_8	SSC-SFARI__SSC11997
CASE_8	SSC-SFARI__SSC12005
CASE_8	SSC-SFARI__SSC12006
CASE_8	SSC-SFARI__SSC12015
CASE_8	SSC-SFARI__SSC12016
CASE_8	SSC-SFARI__SSC12024
CASE_8	SSC-SFARI__SSC12025
CASE_8	SSC-SFARI__SSC12026
CASE_8	SSC-SFARI__SSC12036
CASE_8	SSC-SFARI__SSC12044
CASE_8	SSC-SFARI__SSC12046
CASE_8	SSC-SFARI__SSC12047
CASE_8	SSC-SFARI__SSC12057
CASE_8	SSC-SFARI__SSC12062
CASE_8	SSC-SFARI__SSC12069
CASE_8	SSC-SFARI__SSC12070
CASE_8	SSC-SFARI__SSC12117
CASE_8	SSC-SFARI__SSC12124
CASE_8	SSC-SFARI__SSC12193
CASE_8	SSC-SFARI__SSC12196
CASE_8	SSC-SFARI__SSC12200
CASE_8	SSC-SFARI__SSC12201
CASE_8	SSC-SFARI__SSC12229
CASE_8	SSC-SFARI__SSC12233
CASE_8	SSC-SFARI__SSC12235
CASE_8	SSC-SFARI__SSC12319
CASE_8	SSC-SFARI__SSC12346
CASE_8	SSC-SFARI__SSC12355
CASE_8	SSC-SFARI__SSC12362
CASE_8	SSC-SFARI__SSC12365
CASE_8	SSC-SFARI__SSC12368
CASE_8	SSC-SFARI__SSC12401
CASE_8	SSC-SFARI__SSC12406
CASE_8	SSC-SFARI__SSC12487
CASE_8	SSC-SFARI__SSC12506
CASE_8	SSC-SFARI__SSC12514
CASE_8	SSC-SFARI__SSC12601
CASE_8	SSC-SFARI__SSC12606
CASE_8	SSC-SFARI__SSC12607
CASE_8	SSC-SFARI__SSC12705
CASE_8	SSC-SFARI__SSC12710
CASE_8	SSC-SFARI__SSC12722
CASE_8	SSC-SFARI__SSC12730
CASE_8	SSC-SFARI__SSC12737
CASE_8	SSC-SFARI__SSC12738
CASE_8	SSC-SFARI__SSC12747
CASE_8	SSC-SFARI__SSC12752
CASE_8	SSC-SFARI__SSC12762
CASE_8	SSC-SFARI__SSC12768
CASE_8	SSC-SFARI__SSC12779
CASE_8	SSC-SFARI__SSC12783
CASE_8	SSC-SFARI__SSC12787
CASE_8	SSC-SFARI__SSC12823
CASE_8	SSC-SFARI__SSC12824
CASE_8	SSC-SFARI__SSC12827
CASE_8	SSC-SFARI__SSC12833
CASE_8	SSC-SFARI__SSC12835
CASE_8	SSC-SFARI__SSC12836
CASE_8	SSC-SFARI__SSC12863
CASE_8	SSC-SFARI__SSC12864
CASE_8	SSC-SFARI__SSC12870
CASE_8	SSC-SFARI__SSC12894
CASE_8	SSC-SFARI__SSC12895
CASE_8	SSC-SFARI__SSC12898
CASE_8	SSC-SFARI__SSC12907
CASE_8	SSC-SFARI__SSC12911
CASE_8	SSC-SFARI__SSC12945
CASE_TEST_10	Autism_Sequencing_Consortium__1714011
CASE_TEST_10	Autism_Sequencing_Consortium__1726011
CASE_TEST_10	Autism_Sequencing_Consortium__1726012
CASE_TEST_10	Autism_Sequencing_Consortium__1729001
CASE_TEST_10	Autism_Sequencing_Consortium__1735012
CASE_TEST_10	Autism_Sequencing_Consortium__1736001
CASE_TEST_10	Autism_Sequencing_Consortium__1736011
CASE_TEST_10	Autism_Sequencing_Consortium__1752011
CASE_TEST_10	Autism_Sequencing_Consortium__1812001
CASE_TEST_10	Autism_Sequencing_Consortium__1853001
CASE_TEST_10	Autism_Sequencing_Consortium__1853011
CASE_TEST_10	Autism_Sequencing_Consortium__4008011
CASE_TEST_10	Autism_Sequencing_Consortium__4008012
CASE_TEST_10	Autism_Sequencing_Consortium__4018001
CASE_TEST_10	Autism_Sequencing_Consortium__4018012
CASE_TEST_10	Autism_Sequencing_Consortium__A202401
CASE_TEST_10	Autism_Sequencing_Consortium__A202403
CASE_TEST_10	Autism_Sequencing_Consortium__A207201
CASE_TEST_10	Autism_Sequencing_Consortium__A208002
CASE_TEST_10	Autism_Sequencing_Consortium__A208501
CASE_TEST_10	Autism_Sequencing_Consortium__A208502
CASE_TEST_10	Autism_Sequencing_Consortium__A209002
CASE_TEST_10	Autism_Sequencing_Consortium__A209003
CASE_TEST_10	Autism_Sequencing_Consortium__A210102
CASE_TEST_10	Autism_Sequencing_Consortium__A210301
CASE_TEST_10	Autism_Sequencing_Consortium__A210302
CASE_TEST_10	Autism_Sequencing_Consortium__A210303
CASE_TEST_10	Autism_Sequencing_Consortium__A211501
