UUID	Barcode	Short Barcode
36d695af-0310-4553-b554-102a5fb162fb	TCGA-62-A46U-10A	TCGA-62-A46U-10
fceb89f9-c4db-42b4-84dd-06a8603c071b	TCGA-62-A470-01A	TCGA-62-A470-01
9cfbcafe-4c60-43ab-8bf1-6bcc27647571	TCGA-62-A470-10A	TCGA-62-A470-10
485a7981-a812-4c8c-a288-4f5cd8a50607	TCGA-91-A4BC-01A	TCGA-91-A4BC-01
645f0f8a-c806-49d4-b2b1-dcf58c0ed5f2	TCGA-78-8655-10A	TCGA-78-8655-10
8ee01df4-86a5-4ab8-b34d-8f3b6b87feb4	TCGA-78-8660-10A	TCGA-78-8660-10
bcbbd7e1-dc83-4b64-9497-db41b16862d7	TCGA-86-8671-10A	TCGA-86-8671-10
7d86a05d-f448-4a95-9bbc-6e19338ba98c	TCGA-86-8671-01A	TCGA-86-8671-01
3e8b8c83-55c0-43f7-a4c1-24386b6f4f3a	TCGA-86-8672-01A	TCGA-86-8672-01
7dbabdaa-9fdf-4a94-815a-a493b5dac4ce	TCGA-78-8640-01A	TCGA-78-8640-01
c92d9e2d-7d01-49d3-86c2-4d0fdb813725	TCGA-78-8640-11A	TCGA-78-8640-11
ce70df2e-4518-4a60-87a4-23962aa281fb	TCGA-78-8648-10A	TCGA-78-8648-10
79843244-8e55-4f0b-9282-20ffc846e690	TCGA-78-8648-01A	TCGA-78-8648-01
e3ab8511-d37d-4cec-a954-cfc616b2cefd	TCGA-78-8655-01A	TCGA-78-8655-01
8128f518-05de-45e9-9ce6-26f9288cd605	TCGA-55-8621-10A	TCGA-55-8621-10
77361aa3-0a3f-4a87-a8d2-dc01cf7b92b0	TCGA-55-8621-11A	TCGA-55-8621-11
1c1c73ec-c57d-4b5b-9a17-8cd3557f21f9	TCGA-55-8621-01A	TCGA-55-8621-01
f23f2a5d-195a-4ceb-9e95-399778fdd66f	TCGA-71-8520-10A	TCGA-71-8520-10
fb9c6881-c503-45c8-b17a-b47a9e8d9003	TCGA-71-8520-01A	TCGA-71-8520-01
45ee9f8f-b732-4342-8c14-4c15fae311f4	TCGA-55-8620-10A	TCGA-55-8620-10
d53cb643-0471-4715-b331-92fcaf573769	TCGA-55-8620-11A	TCGA-55-8620-11
ee8a12e2-8827-4abe-af6f-aa39995f6b99	TCGA-55-8620-01A	TCGA-55-8620-01
b4179a93-1bc2-4537-ad39-42d41a995b46	TCGA-L4-A4E6-10A	TCGA-L4-A4E6-10
9f9bd43e-2204-4837-a4a1-8bba437b179b	TCGA-62-A46S-01A	TCGA-62-A46S-01
a448987e-7855-463b-9d87-4be4d1ad1e1d	TCGA-62-A46S-10A	TCGA-62-A46S-10
eb3da547-585b-45c8-924a-60a25d323929	TCGA-62-A472-10A	TCGA-62-A472-10
6f44f833-1108-4ea1-a472-f3964f2d73a8	TCGA-L4-A4E6-01A	TCGA-L4-A4E6-01
187720e9-a374-4941-8560-463f29ebc3a9	TCGA-55-8616-11A	TCGA-55-8616-11
cb392d84-443d-4ce5-8681-b93060b71ed4	TCGA-55-8616-10A	TCGA-55-8616-10
0bb43288-433a-42e6-bd3a-d3604ce73a19	TCGA-55-8619-10A	TCGA-55-8619-10
0deed408-8acb-43ce-84a3-143aabd23312	TCGA-55-8619-01A	TCGA-55-8619-01
e57f3f47-efa8-41cb-ad1f-147c03d44ba2	TCGA-55-8619-11A	TCGA-55-8619-11
d7a9e3f0-d402-401d-8b71-2092f90159ca	TCGA-55-8615-10A	TCGA-55-8615-10
37fc3983-d213-406e-99b5-205060f26f4b	TCGA-55-8615-11A	TCGA-55-8615-11
7873c1a9-b1ea-46cc-b787-dfbad3366494	TCGA-55-8615-01A	TCGA-55-8615-01
2f073ffa-787e-4657-b1cd-d2db4865c809	TCGA-55-8616-01A	TCGA-55-8616-01
4049440d-528b-4e18-a795-50c1f936ad62	TCGA-55-8505-11A	TCGA-55-8505-11
9d360f5d-51cc-4737-912d-e1f961ca0098	TCGA-55-8505-10A	TCGA-55-8505-10
2e604536-8f52-430a-849c-92288e994376	TCGA-55-8514-11A	TCGA-55-8514-11
a236f15a-76cc-4a2d-9087-e824ad581453	TCGA-55-8514-01A	TCGA-55-8514-01
f7421519-9509-4f46-a1b3-fe597023d9c0	TCGA-55-8514-10A	TCGA-55-8514-10
933577d0-75b1-4f9f-baa1-2dd1ab254fd2	TCGA-55-8511-01A	TCGA-55-8511-01
28a2cdfc-8a49-4248-8618-9aabb52e7641	TCGA-55-8511-11A	TCGA-55-8511-11
4c560d6b-677e-4645-a6f4-24f00ab54b24	TCGA-55-8513-11A	TCGA-55-8513-11
d0fbe91d-eb90-41d0-8944-067670f9a185	TCGA-55-8513-10A	TCGA-55-8513-10
3c330531-cd16-4176-b67a-7997c4e518b5	TCGA-55-8513-01A	TCGA-55-8513-01
194612e8-9876-4350-b54d-404db4ac27c3	TCGA-55-8505-01A	TCGA-55-8505-01
db809a73-5e5f-42f2-ab05-89bac944411d	TCGA-55-8506-01A	TCGA-55-8506-01
9510a843-9b50-4a34-b28c-94d55ca223c5	TCGA-55-8506-11A	TCGA-55-8506-11
2a9a9569-e880-4932-8330-edc31d036f06	TCGA-55-8508-10A	TCGA-55-8508-10
1d8e9258-d210-4ef8-b448-65d628bb3063	TCGA-55-8508-01A	TCGA-55-8508-01
fc04188f-832e-475b-ae2d-d1b457d584b7	TCGA-55-8508-11A	TCGA-55-8508-11
8deece4d-de09-4adc-86a7-d9d1bd27e680	TCGA-55-8512-11A	TCGA-55-8512-11
a739c8b6-94ed-4cc1-b767-5166d5965670	TCGA-55-8512-10A	TCGA-55-8512-10
727baf6e-e991-426e-a823-07908aa85202	TCGA-55-8512-01A	TCGA-55-8512-01
663559f3-481e-4e43-86cd-9ab54cc3f6fd	TCGA-55-8511-10A	TCGA-55-8511-10
556bb046-bd81-4366-a167-e86d991ee732	TCGA-55-8614-01A	TCGA-55-8614-01
9db072e5-b0d0-497b-ba3f-dce985a9eb8e	TCGA-55-8614-11A	TCGA-55-8614-11
e2afe825-8fdc-4f5c-8d5d-1387a480cffb	TCGA-55-8614-10A	TCGA-55-8614-10
b9d4a44e-7bd4-4f5a-859f-0dbcdd3536fc	TCGA-55-8506-10A	TCGA-55-8506-10
baa282a3-b78b-4be7-9756-4e4c6298f8a3	TCGA-55-8507-01A	TCGA-55-8507-01
282c7f20-4e45-42b4-9285-34e68d1ab632	TCGA-55-8507-10A	TCGA-55-8507-10
bcbd47de-2408-4eff-aee3-ed6e6e9839bd	TCGA-55-8507-11A	TCGA-55-8507-11
68f80d6b-1e4c-47e6-bcde-aace6305c555	TCGA-55-8510-10A	TCGA-55-8510-10
431c3f05-aa24-4d13-8dfe-96145289ae02	TCGA-55-8510-01A	TCGA-55-8510-01
fbb7751d-75ca-45aa-af13-ed5cfb01ef41	TCGA-86-8281-01A	TCGA-86-8281-01
dc242475-d2c0-4c6a-b227-f6a21a27179a	TCGA-86-8280-01A	TCGA-86-8280-01
75bed1d7-8db1-4429-a43f-86fc64384848	TCGA-86-8280-10A	TCGA-86-8280-10
4323f2ad-b263-4d7b-9d13-296f8074dc8e	TCGA-86-8281-10A	TCGA-86-8281-10
77a957ec-8948-4c6a-b584-3cc16b7a69b0	TCGA-69-8255-10A	TCGA-69-8255-10
27320c18-8742-4644-bf2c-af1d570be97e	TCGA-86-8278-10A	TCGA-86-8278-10
ccdde798-056a-4cc9-8aa8-63cf283691d9	TCGA-86-8278-01A	TCGA-86-8278-01
37901d81-dc2a-4f55-b6c5-f117274d50b8	TCGA-86-8279-01A	TCGA-86-8279-01
241370f2-396a-498e-9e15-6181e3afcead	TCGA-86-8279-10A	TCGA-86-8279-10
95ed382b-6056-4286-8e06-13dcf6663ba1	TCGA-69-8253-10A	TCGA-69-8253-10
50e0d338-5208-46e4-91ab-f6232219dfac	TCGA-69-8254-10A	TCGA-69-8254-10
96bdafe1-b0fb-4126-9734-1374d615ef6d	TCGA-69-8254-01A	TCGA-69-8254-01
228443d4-e892-4ae7-88b4-a47463d4094c	TCGA-69-8255-01A	TCGA-69-8255-01
bb8d32e8-6c2f-4350-aabb-f9e6cdfe5850	TCGA-55-8301-11A	TCGA-55-8301-11
c913c113-f7fa-4b68-8820-9dc27b5f25a0	TCGA-55-8301-10A	TCGA-55-8301-10
1b856a2b-97be-4461-a496-279df908c30e	TCGA-69-8253-01A	TCGA-69-8253-01
657cb9df-3597-459a-991a-2dda352e08ae	TCGA-55-8301-01A	TCGA-55-8301-01
6c6ff27d-c55f-4edf-a3c0-908fe56604f3	TCGA-55-8299-10B	TCGA-55-8299-10
7c3d7b46-aadf-4a1a-8a68-3f5905fdcae0	TCGA-97-8179-10A	TCGA-97-8179-10
0813a04e-c697-45f2-9fe6-157fdda8bf43	TCGA-97-8175-10A	TCGA-97-8175-10
7c6c3f79-3c33-4831-ac47-9f0ee751611f	TCGA-97-8177-10A	TCGA-97-8177-10
5711ce53-0bac-4a5d-b7ba-4e1bc0c56924	TCGA-97-8177-01A	TCGA-97-8177-01
7e66ee53-b64f-452e-aeb2-00f97813c126	TCGA-97-8179-01A	TCGA-97-8179-01
a05b004e-8a92-4520-a3e1-85ed60db14fa	TCGA-97-8175-01A	TCGA-97-8175-01
6cc8f2ba-e7b6-4fb8-b16a-7bfe89190f05	TCGA-97-8174-10A	TCGA-97-8174-10
82c59ef8-ba24-4538-a643-e07e604206a5	TCGA-97-8174-01A	TCGA-97-8174-01
51dfca3a-bbb1-4b64-a6ae-dbc4ad969ef6	TCGA-97-8172-10A	TCGA-97-8172-10
d516aff8-1bb4-4627-885a-0c247ae4ae57	TCGA-97-8172-01A	TCGA-97-8172-01
4d489693-6c2d-486f-a33b-70a760f9ce8c	TCGA-93-8067-10A	TCGA-93-8067-10
45885727-79fe-43d6-866e-1fe7ded4bfdc	TCGA-93-8067-01A	TCGA-93-8067-01
c8ecab9d-f4bc-4dd4-ad69-bdde1cd5e7ae	TCGA-97-8171-10A	TCGA-97-8171-10
84cb5264-6158-40ec-8b65-f96a4a7d6ce4	TCGA-97-8171-01A	TCGA-97-8171-01
1a40c0ef-0b6f-48c9-98cc-b64e8660f2a3	TCGA-62-8397-01A	TCGA-62-8397-01
10e85428-04d4-4995-87d4-b46b91304735	TCGA-62-8397-11A	TCGA-62-8397-11
958d0477-c453-4ab8-8f73-eef1af37ddda	TCGA-62-8397-10A	TCGA-62-8397-10
ec51c45a-d518-4333-bd7e-3ae606b40d01	TCGA-62-8398-01A	TCGA-62-8398-01
5d0ed8d1-6e84-4f6c-8e0e-0317aa8b0e3f	TCGA-55-8299-01A	TCGA-55-8299-01
494efb4a-d30b-4039-b5b1-87a218157452	TCGA-55-8302-10A	TCGA-55-8302-10
bd3f7d2a-32f1-4586-8492-6fbc88eb7e09	TCGA-62-8394-10A	TCGA-62-8394-10
3b278122-2315-418c-a67d-8f9470145491	TCGA-62-8394-11A	TCGA-62-8394-11
2df58e78-c244-4e4e-9360-d1ce8943c01d	TCGA-62-8394-01A	TCGA-62-8394-01
7c53c97b-f412-4ed9-876c-dc7213d5fdd0	TCGA-62-8395-10A	TCGA-62-8395-10
8dd9f758-d847-44c7-baf2-cfe4f48ada4c	TCGA-62-8395-11A	TCGA-62-8395-11
aafb0ebe-3fde-4cfb-a560-11e85e839dcc	TCGA-62-8395-01A	TCGA-62-8395-01
40bfeee7-9932-47d6-87a8-5fd7514c2917	TCGA-50-8460-01A	TCGA-50-8460-01
19a37f0e-1c93-4cc4-8e6b-f3af2176c15b	TCGA-50-8460-10A	TCGA-50-8460-10
6da9a399-8b3f-4b41-8218-af4d7d105db6	TCGA-50-8460-11A	TCGA-50-8460-11
97df724f-afe1-4db4-9563-853245093fbb	TCGA-55-8302-01A	TCGA-55-8302-01
063978ff-79d7-4297-8fea-4e939523afab	TCGA-50-8457-11A	TCGA-50-8457-11
5a109a3b-8edf-43f6-afb3-20e9ea68d617	TCGA-50-8457-10A	TCGA-50-8457-10
063385d8-f8bc-4268-8219-63dc2dc7973c	TCGA-50-8457-01A	TCGA-50-8457-01
6023ee7e-e392-4f33-a781-7af6bff1a403	TCGA-50-8459-01A	TCGA-50-8459-01
e5ef7efa-4129-45ba-ad10-93e6208100c9	TCGA-50-8459-10A	TCGA-50-8459-10
90c869c0-a902-42d1-9acf-f745727e45b9	TCGA-50-8459-11A	TCGA-50-8459-11
75466b3d-0206-4441-a1dc-d9503457fbc2	TCGA-83-5908-10A	TCGA-83-5908-10
0cdb8e18-bea8-4f10-9863-33346b44e43a	TCGA-55-8299-11A	TCGA-55-8299-11
a94d2ffb-157e-4465-8e96-6d3b8dd7313a	TCGA-95-8494-10A	TCGA-95-8494-10
674a2711-af1c-4f81-8dff-5c91daba4e4a	TCGA-86-8359-10A	TCGA-86-8359-10
6601f037-bdf0-4171-86e4-aa4da7c9e83e	TCGA-86-8359-01A	TCGA-86-8359-01
1a929496-806b-42f7-a45d-5f66a73eedcd	TCGA-95-8494-01A	TCGA-95-8494-01
3c17efb2-ed6c-4c73-800c-a5d896d80372	TCGA-62-8399-01A	TCGA-62-8399-01
56a9bd3f-f682-4baa-9fa8-c91219e42249	TCGA-62-8402-10A	TCGA-62-8402-10
11d13070-2caf-4e23-b91c-c5bb56fed970	TCGA-62-8402-11A	TCGA-62-8402-11
3e7cdfb1-cdeb-4c56-91aa-08930083b39d	TCGA-62-8402-01A	TCGA-62-8402-01
a4b3a5f2-3c78-4a4b-9345-c2db228785a2	TCGA-69-8453-10A	TCGA-69-8453-10
b2e72f91-58fb-4a15-9a13-09c93b339bc6	TCGA-69-8453-01A	TCGA-69-8453-01
8cdd24a5-1339-42d8-9bac-8d4c9f1538f7	TCGA-86-8358-10A	TCGA-86-8358-10
5942f197-2b77-4a7f-8bca-763cc1902a0b	TCGA-86-8358-01A	TCGA-86-8358-01
b33be366-fe22-4d9b-a5dc-b50957a8d90b	TCGA-62-8398-11A	TCGA-62-8398-11
3efbff90-339d-4439-b367-97c4c6c0ff43	TCGA-62-8398-10A	TCGA-62-8398-10
0e7c0814-e961-4e18-897d-ddbb0ab675d5	TCGA-62-8399-10A	TCGA-62-8399-10
69ca13e2-4981-46d4-bc9e-dc3561ce27a4	TCGA-62-8399-11A	TCGA-62-8399-11
1e14e0d8-e15d-48fa-85bd-eb045a214792	TCGA-55-7284-10A	TCGA-55-7284-10
a527b0d5-599a-4ec6-9eca-bae98872f440	TCGA-55-8085-01A	TCGA-55-8085-01
f0054242-3f54-41d4-9f74-94f61fefbfbc	TCGA-55-8087-01A	TCGA-55-8087-01
aee334d0-5a07-4392-bf02-aca59066a68f	TCGA-55-7284-01B	TCGA-55-7284-01
91d58448-b712-4626-82c6-a451fddf277d	TCGA-95-7562-01A	TCGA-95-7562-01
a3bf3f65-7b44-4993-a126-c76870dbbbac	TCGA-86-8055-01A	TCGA-86-8055-01
89b23d2a-6c74-48aa-b32f-178e8a0bad88	TCGA-86-8073-10A	TCGA-86-8073-10
1e5c2507-a7ee-4714-afdc-08a6c0f415e9	TCGA-86-8073-01A	TCGA-86-8073-01
0382e297-1b96-433b-9440-6811d685b13b	TCGA-86-8074-01A	TCGA-86-8074-01
23157ce2-7257-4118-9a6e-4cdfbc6c4bf7	TCGA-86-8075-01A	TCGA-86-8075-01
31802eb3-ce84-4bc1-8bd0-8539e1bcff36	TCGA-86-8075-10A	TCGA-86-8075-10
bffcfd56-8435-40e4-b9e0-1f18d607c3be	TCGA-55-8206-11A	TCGA-55-8206-11
bc4e0d7d-c267-46d7-a79b-075456fb3b68	TCGA-55-8206-01A	TCGA-55-8206-01
444800a7-595b-4607-ad79-f27b0d9a7445	TCGA-55-8207-10A	TCGA-55-8207-10
0ca1ce20-d5f2-46e8-a692-ff90b959446d	TCGA-55-8208-10A	TCGA-55-8208-10
6f511ca7-0730-4138-8482-2b50c81db218	TCGA-86-8055-10A	TCGA-86-8055-10
9eeff8c2-988a-4aca-a9b4-1a0d44dd602e	TCGA-55-8205-10A	TCGA-55-8205-10
11d1efaf-502a-4698-9479-d53497d7fadd	TCGA-55-8205-11A	TCGA-55-8205-11
63e09d3b-9462-4555-b5e7-41740faa7dde	TCGA-55-8205-01A	TCGA-55-8205-01
70469e54-c128-4d9b-84fb-dc9d7fe3b7cf	TCGA-44-8117-10A	TCGA-44-8117-10
b671ceeb-72d0-40e3-8279-954e6ed242dd	TCGA-44-8119-01A	TCGA-44-8119-01
e7a733ac-55e0-4395-ad3b-7cfc5b526d01	TCGA-55-7913-01B	TCGA-55-7913-01
8745dbd3-cf9f-4edb-b419-5f0bd590f273	TCGA-95-8039-01A	TCGA-95-8039-01
293fb859-891a-4c29-9d5c-649a273e3060	TCGA-J2-8194-10A	TCGA-J2-8194-10
107d7545-75d2-4856-be28-26a05088274b	TCGA-J2-8194-11A	TCGA-J2-8194-11
0d1aff40-772d-436f-9802-971880a2058b	TCGA-J2-8194-01A	TCGA-J2-8194-01
4ee3d336-78f8-41e8-a0f9-e78f228af8b9	TCGA-55-8204-10A	TCGA-55-8204-10
2c8fcc57-a411-44dd-b06d-edab4144e684	TCGA-55-8204-11A	TCGA-55-8204-11
cba50f48-facb-4eb3-9a72-73c5b585bdc6	TCGA-55-8204-01A	TCGA-55-8204-01
6ea79640-5376-40fd-b9d4-e846335579d2	TCGA-55-8208-01A	TCGA-55-8208-01
f716c981-41d1-479d-962e-881d6199abce	TCGA-86-8054-01A	TCGA-86-8054-01
7ed5cac5-e2b4-498a-89fe-072cd4557c53	TCGA-86-8054-10A	TCGA-86-8054-10
c8adcab2-2ccd-4b71-9172-9de5bdfb1faa	TCGA-86-8056-10A	TCGA-86-8056-10
cf53a83e-bff6-4b6b-80aa-1847866fa09b	TCGA-86-8056-01A	TCGA-86-8056-01
a49dc280-c2c3-4353-9a26-134dce5b8b4b	TCGA-99-8032-10A	TCGA-99-8032-10
5e01f014-ccaa-4fdc-82e9-cc7bb0ddb685	TCGA-99-8032-11A	TCGA-99-8032-11
754b78a3-43cd-467c-bcca-377f76b9038f	TCGA-99-8032-01A	TCGA-99-8032-01
46ea8fb2-6d7c-441b-8352-886d309f29cf	TCGA-J2-8192-10A	TCGA-J2-8192-10
45021ebd-8e13-44c2-8203-aa9f72b50e6e	TCGA-J2-8192-01A	TCGA-J2-8192-01
241611a2-bd35-4c3e-9e46-d64081098c96	TCGA-J2-8192-11A	TCGA-J2-8192-11
12870223-d36b-4a35-ba3d-70ed75eeab1d	TCGA-55-8092-01A	TCGA-55-8092-01
bd937775-eaea-479a-a30b-f358f276019b	TCGA-55-8097-11A	TCGA-55-8097-11
f8feeca0-c9ca-471e-93b8-99cc70e66389	TCGA-55-8097-10A	TCGA-55-8097-10
54d26dd0-2281-44c3-b9a7-c4095420da7b	TCGA-86-8074-10A	TCGA-86-8074-10
81d96b93-9b78-47f3-b684-564e24bff2a5	TCGA-95-7562-10B	TCGA-95-7562-10
c5375e7f-5ea0-4282-bf67-c0b257c6e94e	TCGA-95-8039-10A	TCGA-95-8039-10
b088fc3d-04b8-4701-b6eb-c694ed151522	TCGA-99-8025-10A	TCGA-99-8025-10
0e02dc1a-653b-4b16-824a-251a1aa41c2d	TCGA-99-8025-01A	TCGA-99-8025-01
54e85adb-6f45-4815-9816-a18b349cce42	TCGA-55-8097-01A	TCGA-55-8097-01
56910950-76be-48ff-bbed-2bd1fbcfaacb	TCGA-55-8203-10A	TCGA-55-8203-10
d1f3852d-d23c-41af-9ec0-19c4ba1b1da5	TCGA-55-8203-01A	TCGA-55-8203-01
f442e318-63bf-4dea-9ef4-83ffb5afed68	TCGA-55-8206-10A	TCGA-55-8206-10
ae37a37a-9158-42ce-b44b-46d1685c50bd	TCGA-44-8117-11A	TCGA-44-8117-11
d84e1b10-b7c6-4916-afbc-b311d2ccf19d	TCGA-44-8117-01A	TCGA-44-8117-01
707843f8-6d01-49cb-87f3-042d51965798	TCGA-44-8120-10A	TCGA-44-8120-10
bafe8638-b884-4335-8638-cb8daf03cd72	TCGA-55-8087-11A	TCGA-55-8087-11
4ec2fb0b-5f46-4e90-8d13-8fbd7fcd8605	TCGA-55-8091-10A	TCGA-55-8091-10
59607feb-e63d-434e-854e-91f6fd4d4cd7	TCGA-55-8091-11A	TCGA-55-8091-11
e4a329d1-1bfc-4a14-bc84-9798685efe0b	TCGA-99-8033-11A	TCGA-99-8033-11
a5d9be94-1204-49cb-8758-1505d853564c	TCGA-55-8096-01A	TCGA-55-8096-01
be9d1bf1-b8d1-4a7e-ab7f-958d54f4f2f1	TCGA-55-8090-10A	TCGA-55-8090-10
55b07618-5b99-436f-a0dd-fe96a13851d6	TCGA-55-8091-01A	TCGA-55-8091-01
53a420fd-6e31-46ee-8ac6-b383f4305cd2	TCGA-55-8090-01A	TCGA-55-8090-01
41c42376-7491-41e3-b8e7-9608ffa33c95	TCGA-55-8092-10A	TCGA-55-8092-10
29afc370-501a-4bb0-ae97-846246e97015	TCGA-55-8092-11A	TCGA-55-8092-11
09656581-db34-4e6e-afe0-80666eb5fba6	TCGA-55-8094-01A	TCGA-55-8094-01
03e793ea-077a-4000-84e4-279ba2c0c9d0	TCGA-55-8094-10A	TCGA-55-8094-10
19e7042e-0b38-44e5-b60a-14479be5dc37	TCGA-55-8094-11A	TCGA-55-8094-11
38df0ceb-f530-4179-ab64-4f3508cab27f	TCGA-55-7913-10A	TCGA-55-7913-10
5052cf46-824f-4d90-9c70-9c29c9cf71f8	TCGA-55-8085-11A	TCGA-55-8085-11
e7b13f4d-ecde-437e-9ef4-bac395828010	TCGA-55-8085-10A	TCGA-55-8085-10
8950ac53-1f70-46bc-a094-ec946e6e3a78	TCGA-55-8089-01A	TCGA-55-8089-01
c6eb4188-08b3-444f-b73a-4d247731534f	TCGA-55-8089-10A	TCGA-55-8089-10
223fa591-df9c-41ab-a37a-c3145172211d	TCGA-55-8089-11A	TCGA-55-8089-11
32d52eeb-a0e8-4f28-bbb8-f828699c8d73	TCGA-44-8120-11A	TCGA-44-8120-11
56703aef-270a-4537-b9a1-c9ebbe873411	TCGA-44-8120-01A	TCGA-44-8120-01
99c8a10e-737d-4541-b7b6-6392be964f6a	TCGA-55-8087-10A	TCGA-55-8087-10
c3a46542-b420-4ae5-9a78-3f6e2940afd8	TCGA-99-8028-11A	TCGA-99-8028-11
4bb4c74e-4e1d-4d4f-9c76-41748778d0ec	TCGA-99-8028-10A	TCGA-99-8028-10
5e686ec3-9100-4153-9a90-8b7fb8d4ba0a	TCGA-99-8033-01A	TCGA-99-8033-01
13b1f96d-d0f6-4408-bea3-1717f33bb263	TCGA-99-8033-10A	TCGA-99-8033-10
9f19b661-4624-4098-9656-a195ae1156b7	TCGA-44-8119-10A	TCGA-44-8119-10
a82b1d48-b36d-4eaf-8658-3b19c7533203	TCGA-44-8119-11A	TCGA-44-8119-11
57940986-01d0-4517-9323-801d62bf40ba	TCGA-55-7913-11A	TCGA-55-7913-11
91723d8e-9d3e-4540-8893-d6bb2f53bc12	TCGA-55-8096-10A	TCGA-55-8096-10
d444525d-f9bf-496a-a543-d75651e328cd	TCGA-55-8096-11A	TCGA-55-8096-11
bc09cf5e-33f7-45d6-addc-c6a083625cee	TCGA-55-8203-11A	TCGA-55-8203-11
c08885d1-87c2-43f2-8b4a-2d0af0d24f06	TCGA-55-8207-11A	TCGA-55-8207-11
11f47c9a-6435-47fb-ace2-74f29f5f3f01	TCGA-55-8207-01A	TCGA-55-8207-01
91d991e4-0ad8-4f93-9274-36c0c138ce96	TCGA-86-8076-10A	TCGA-86-8076-10
a06a952f-aaea-4471-8004-26108e382a9b	TCGA-86-8076-01A	TCGA-86-8076-01
a1733a18-9fe8-4fed-a8d4-0d9dea6cefba	TCGA-99-8028-01A	TCGA-99-8028-01
fe750722-3129-41d4-b3b6-6dbcb9d327ab	TCGA-93-7347-10A	TCGA-93-7347-10
51206ca4-92c3-4fab-94a7-7f38aa4e0bee	TCGA-95-7944-01A	TCGA-95-7944-01
17601644-3495-4035-88b5-255c2b9fa8a7	TCGA-95-7944-10A	TCGA-95-7944-10
d7fa3625-5e16-4211-b96b-b36b91b3d491	TCGA-95-7947-01A	TCGA-95-7947-01
dfcb10d3-967b-49e3-95cd-54dc65cdec98	TCGA-95-7947-10A	TCGA-95-7947-10
d15d1635-499c-483e-9176-e266deca83ba	TCGA-95-7948-10A	TCGA-95-7948-10
bf5d88da-2302-4b32-be0f-cc45638039c9	TCGA-95-7948-01A	TCGA-95-7948-01
2eb04407-9968-4000-a534-683fc8b713ea	TCGA-97-7941-10A	TCGA-97-7941-10
586803bd-5ffb-4d14-8dc9-3e540a683afe	TCGA-97-7941-01A	TCGA-97-7941-01
66f464d3-d400-4c1e-b1fb-c168901c8958	TCGA-86-7954-10A	TCGA-86-7954-10
e63d9a32-593f-46e7-9d3b-866435cab585	TCGA-86-7954-01A	TCGA-86-7954-01
bdc2db51-05cd-4ef9-8821-f9eeba846da5	TCGA-86-7955-10A	TCGA-86-7955-10
85e8a3bf-0536-4556-a40f-8a523c04b337	TCGA-86-7955-01A	TCGA-86-7955-01
7e1638d3-f134-4dc8-becc-9f4d49d83024	TCGA-93-7347-01A	TCGA-93-7347-01
e14b64c7-1d5c-45cc-a5d7-9719bd71c29f	TCGA-93-7347-11A	TCGA-93-7347-11
8ad4262e-2882-47d3-a93e-f6c9ab9d0634	TCGA-86-7953-10A	TCGA-86-7953-10
c85ed66e-c58b-45d9-82f6-8248b9e05338	TCGA-86-7953-01A	TCGA-86-7953-01
b8c25c83-8937-4118-a35b-cc7c145b230c	TCGA-86-7954-11A	TCGA-86-7954-11
7eb5a90c-7b49-43bc-825f-2bed1481a1e5	TCGA-69-7980-10A	TCGA-69-7980-10
e54ef0f0-38a5-4226-9a6a-c76aa12de589	TCGA-69-7980-01A	TCGA-69-7980-01
05c6aeef-ef6a-4176-b283-68def74d13ae	TCGA-73-7498-01A	TCGA-73-7498-01
83b033e9-6bb2-4c41-99ac-c1706443d7bd	TCGA-73-7498-10A	TCGA-73-7498-10
bc3ea23b-8e54-4733-b0b1-4e158d743e36	TCGA-73-7499-10A	TCGA-73-7499-10
9fd8c73a-da18-4019-9deb-16c93fe1fce2	TCGA-73-7499-01A	TCGA-73-7499-01
af997295-6240-48a7-a6b5-c4a77386d268	TCGA-55-7995-10A	TCGA-55-7995-10
d610e2e6-8560-4a13-83de-ec54f03836f6	TCGA-69-7973-10A	TCGA-69-7973-10
35300581-d122-4221-814e-801512df4984	TCGA-69-7973-01A	TCGA-69-7973-01
42712bd0-dae3-4aee-bdda-6d553eb29ee7	TCGA-69-7974-10A	TCGA-69-7974-10
b8a5a1e0-3095-49b6-aae7-f7621c398f59	TCGA-69-7974-01A	TCGA-69-7974-01
4826dae4-d805-44f9-9b51-cc65ff25e5e5	TCGA-69-7978-10A	TCGA-69-7978-10
edba8888-6d1b-43a7-988d-5df420922c80	TCGA-69-7978-01A	TCGA-69-7978-01
a2079d6a-d6a0-4ed8-a8d9-77184a6357f0	TCGA-69-7979-10A	TCGA-69-7979-10
ce8e86ec-52dd-45ad-b65f-ca10e5f782f4	TCGA-69-7979-01A	TCGA-69-7979-01
d635ce37-1e71-44f5-b415-76ab7b5b7bfc	TCGA-55-7728-10A	TCGA-55-7728-10
c8aa8a2e-e681-4a82-9320-f35f67650581	TCGA-55-7994-01A	TCGA-55-7994-01
0d76acdd-9ba0-4f3c-9564-62e6f1dd60a1	TCGA-55-7994-11A	TCGA-55-7994-11
2fc6db5d-86d1-4473-b4d5-f70eb4210fe9	TCGA-55-7994-10A	TCGA-55-7994-10
e896b8fd-74d2-4ad1-9f28-adb8bf629e8f	TCGA-55-7995-11A	TCGA-55-7995-11
ee6445a5-22e8-42d8-a2e3-8f0058066352	TCGA-55-7995-01A	TCGA-55-7995-01
